# DELETION SIMULATIONS
# FBA model ../../ModelFiles/ecFBA/Modified/reducedEcYeast_modified_withDamage.mat with objective max. growth (parsimonious)
# Boolean model ../../ModelFiles/Boolean/Modified/rules.txt, ../../ModelFiles/Boolean/Modified/species.txt
# TF layer ../../ModelFiles/Boolean/Modified/TFtargets.txt
# non-metabolic damage formation f0 = 0.0001
# damage repair r0 = 0.0005
enzyme(s)	standard name	pathway	deletion span	rls	rls change	enzyme change	lcc	time phase 1	rls phase 1	damage phase 1	time phase 2	rls phase 2	damage phase 2	time phase 3	rls phase 3	damage phase 3	status
GPP2	YER062C	Anaerobic excretion	phase 1	23	1.0	0.9912280701754387	0.0	23.800000000000068	16.0	0.020743408447855806	10.599999999999978	6.0	0.20851888663477924	6.199999999999994	1.0	0.27043809982561096	dead (regular)
NDE1	YMR145C	Oxidative Phosphorylation	phase 1	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340853438693	10.599999999999978	6.0	0.20851888668356927	6.199999999999994	1.0	0.2704380998888024	dead (regular)
GPP1	YIL053W	Anaerobic excretion	phase 1	23	1.0	0.20666666666666744	0.0	23.800000000000068	16.0	0.020743407212563198	10.599999999999978	6.0	0.2085188633926514	6.199999999999994	1.0	0.27043806972303486	dead (regular)
GPD2	YOL059W	Anaerobic excretion	phase 1	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340840051477	10.599999999999978	6.0	0.20851887617791706	6.199999999999994	1.0	0.27043808628216526	dead (regular)
ERR3	YMR323W	Glycolysis	phase 1	23	1.0	0.25020879953559816	0.0	23.10000000000006	16.0	0.01996422091963085	11.099999999999977	6.0	0.20028168724722548	5.099999999999998	1.0	0.25987520446574364	dead (regular)
CIT3	YPR001W	TCA	phase 1	23	1.0	0.9882673301880752	0.0	23.800000000000068	16.0	0.020743408565366186	10.599999999999978	6.0	0.20851888742647354	6.199999999999994	1.0	0.2704381008509918	dead (regular)
ALD4	YOR374W	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	phase 1	23	1.0	0.9887262934246543	0.0	23.800000000000068	16.0	0.020743408561269713	10.599999999999978	6.0	0.20851050549047387	6.199999999999994	1.0	0.27042724479393304	dead (regular)
RPE1	YJL121C	Pentose phosphate	phase 1	23	1.0	0.2749027890126136	0.0	24.70000000000008	16.0	0.02175868955500087	7.19999999999999	5.0	0.16858185020721433	11.399999999999975	2.0	0.2836977028760529	dead (regular)
SDH9	YJL045W	TCA	phase 1	23	1.0	1.0000000018843649	0.0	23.800000000000068	16.0	0.020743408635381745	10.599999999999978	6.0	0.20851888738728988	6.199999999999994	1.0	0.2704381008002419	dead (regular)
COX16	YJL003W	Oxidative Phosphorylation	phase 1	23	1.0	0.24967205111987434	0.0	23.10000000000006	16.0	0.020002879170559363	10.599999999999978	6.0	0.19063364716110076	4.200000000000001	1.0	0.24745085551476298	dead (regular)
ALD2	YMR170C	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	phase 1	23	1.0	0.9876346492371223	0.0	23.800000000000068	16.0	0.020743408592645333	10.599999999999978	6.0	0.20851050410864772	6.199999999999994	1.0	0.270427243004229	dead (regular)
PYK2	YOR347C	Glycolysis	phase 1	23	1.0	0.9785852207601047	0.0	23.800000000000068	16.0	0.020743408653598132	10.599999999999978	6.0	0.20851888707394534	6.199999999999994	1.0	0.2704381003944067	dead (regular)
ACS2	YLR153C	Other	phase 1	23	1.0	0.23035760037124817	0.0	23.800000000000068	16.0	0.020743696260033716	10.599999999999978	6.0	0.20852204989377532	6.199999999999994	1.0	0.27044219679320347	dead (regular)
COX18	YGR062C	Oxidative Phosphorylation	phase 1	23	1.0	0.24967205111987434	0.0	23.10000000000006	16.0	0.020002879170559363	10.599999999999978	6.0	0.19063364716110076	4.200000000000001	1.0	0.24745085551476298	dead (regular)
LSC2	YGR244C	TCA	phase 1	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
SOL4	YGR248W	Pentose phosphate	phase 1	23	1.0	0.3254778209666802	0.0	23.800000000000068	16.0	0.02074340212514485	10.599999999999978	6.0	0.20851043461783686	6.199999999999994	1.0	0.27042715300160836	dead (regular)
GND2	YGR256W	Pentose phosphate	phase 1	23	1.0	0.32558691971102244	0.0	23.800000000000068	16.0	0.020743407397742053	10.599999999999978	6.0	0.20851886361970334	6.199999999999994	1.0	0.270438070017106	dead (regular)
LSC1	YOR142W	TCA	phase 1	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
ALD6	YPL061W	Anaerobic excretion	phase 1	23	1.0	0.3014510099847684	0.0	23.90000000000007	16.0	0.02080753229968494	10.19999999999998	6.0	0.20094782727210017	5.299999999999997	1.0	0.260719213178078	dead (regular)
OLI1	Q0130	Oxidative Phosphorylation	phase 1	23	1.0	0.4080395336603555	0.0	23.30000000000006	15.0	0.015632653621208362	7.799999999999988	6.0	0.16854417175606404	11.299999999999976	2.0	0.28364549875402056	dead (regular)
TIM11	YDR322C-A	Oxidative Phosphorylation	phase 1	23	1.0	0.4080395336603551	0.0	23.30000000000006	15.0	0.015632653621208362	7.799999999999988	6.0	0.16854417175606404	11.299999999999976	2.0	0.28364549875402056	dead (regular)
ATP18	YML081C-A	Oxidative Phosphorylation	phase 1	23	1.0	0.4080395336603551	0.0	23.30000000000006	15.0	0.015632653621208362	7.799999999999988	6.0	0.16854417175606404	11.299999999999976	2.0	0.28364549875402056	dead (regular)
ATP19	YOL077W-A	Oxidative Phosphorylation	phase 1	23	1.0	0.4080395336603551	0.0	23.30000000000006	15.0	0.015632653621208362	7.799999999999988	6.0	0.16854417175606404	11.299999999999976	2.0	0.28364549875402056	dead (regular)
GPD1	YDL022W	Anaerobic excretion	phase 1	23	1.0	0.4227053140096593	0.0	23.800000000000068	16.0	0.020743414203135357	10.599999999999978	6.0	0.2085189566493167	6.199999999999994	1.0	0.2704381905065481	dead (regular)
SDH1	YKL148C	TCA	phase 1	23	1.0	0.5390677017163079	0.0	23.90000000000007	16.0	0.020772450535085907	10.29999999999998	6.0	0.20131376560462164	5.1999999999999975	1.0	0.26120311452018774	dead (regular)
COX12	YLR038C	Oxidative Phosphorylation	phase 1	21	0.9130434782608695	0.6912532422269118	-0.2816435138180095	21.20000000000003	9.0	0.004684453663830325	3.1000000000000014	11.0	0.2090641318858894	6.199999999999994	1.0	0.2711442867444027	dead (regular)
ACS1	YAL054C	Other	phase 1	23	1.0	0.9999999606861332	0.0	23.800000000000068	16.0	0.02074340847644751	10.599999999999978	6.0	0.2085188844842126	6.199999999999994	1.0	0.2704380970402554	dead (regular)
HFD1	YMR110C	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	phase 1	23	1.0	0.33491397229891157	0.0	23.500000000000064	16.0	0.020449897052003074	10.499999999999979	6.0	0.19627661593850954	4.799999999999999	1.0	0.25471242531166344	dead (regular)
COX20	YDR231C	Oxidative Phosphorylation	phase 1	23	1.0	0.24967205111987434	0.0	23.10000000000006	16.0	0.020002879170559363	10.599999999999978	6.0	0.19063364716110076	4.200000000000001	1.0	0.24745085551476298	dead (regular)
YLR446W	YLR446W	Glycolysis	phase 1	23	1.0	0.2167715733369177	0.0	23.800000000000068	16.0	0.02065544394179259	10.699999999999978	6.0	0.20764764483111497	5.999999999999995	1.0	0.26933004936352906	dead (regular)
ATP17	YDR377W	Oxidative Phosphorylation	phase 1	23	1.0	0.4080395336603551	0.0	23.30000000000006	15.0	0.015632653621208362	7.799999999999988	6.0	0.16854417175606404	11.299999999999976	2.0	0.28364549875402056	dead (regular)
NDE2	YDL085W	Oxidative Phosphorylation	phase 1	23	1.0	1.0000000327151148	0.0	23.800000000000068	16.0	0.02074340852692095	10.599999999999978	6.0	0.20851887716568163	6.199999999999994	1.0	0.270438087561491	dead (regular)
FAP7	YDL166C	Salvage pathways	phase 1	23	1.0	0.3276304271655556	0.0	23.800000000000068	16.0	0.020743559373161816	10.599999999999978	6.0	0.20852054562396277	6.199999999999994	1.0	0.27044024850358184	dead (regular)
ATP16	YDL004W	Oxidative Phosphorylation	phase 1	23	1.0	0.4080395336603551	0.0	23.30000000000006	15.0	0.015632653621208362	7.799999999999988	6.0	0.16854417175606404	11.299999999999976	2.0	0.28364549875402056	dead (regular)
RKI1	YOR095C	Pentose phosphate	phase 1	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
ATP20	YPR020W	Oxidative Phosphorylation	phase 1	23	1.0	0.4080395336603551	0.0	23.30000000000006	15.0	0.015632653621208362	7.799999999999988	6.0	0.16854417175606404	11.299999999999976	2.0	0.28364549875402056	dead (regular)
ATP14	YLR295C	Oxidative Phosphorylation	phase 1	23	1.0	0.4080395336603551	0.0	23.30000000000006	15.0	0.015632653621208362	7.799999999999988	6.0	0.16854417175606404	11.299999999999976	2.0	0.28364549875402056	dead (regular)
COX19	YLL018C-A	Oxidative Phosphorylation	phase 1	23	1.0	0.2496720497463915	0.0	23.10000000000006	16.0	0.020002879170559363	10.599999999999978	6.0	0.19063364836090477	4.200000000000001	1.0	0.2474508570705826	dead (regular)
SOD1	YJR104C	Oxidative stress	phase 1	23	1.0	0.8744254456578087	0.0	23.800000000000068	16.0	0.020817586753107912	10.599999999999978	6.0	0.20933573846354242	6.299999999999994	1.0	0.2714857547914378	dead (regular)
SOD2	YHR008C	Oxidative stress	phase 1	23	1.0	NaN	NaN	23.800000000000068	16.0	0.0207434085175836	10.599999999999978	6.0	0.2085188775723734	6.199999999999994	1.0	0.27043808808822783	dead (regular)
GPX3	YIR037W	Oxidative stress	phase 1	23	1.0	0.9966545887653359	0.0	23.800000000000068	16.0	0.020743402345703252	10.599999999999978	6.0	0.2085104450145469	6.199999999999994	1.0	0.2704271664671466	dead (regular)
GLR1	YPL091W	Oxidative stress	phase 1	23	1.0	0.9964699523622766	0.0	23.800000000000068	16.0	0.02074340222590412	10.599999999999978	6.0	0.2085104275466725	6.199999999999994	1.0	0.27042714384322747	dead (regular)
TRX3	YCR083W	Oxidative stress	phase 1	23	1.0	0.9869688312120787	0.0	23.800000000000068	16.0	0.02074340837190057	10.599999999999978	6.0	0.2085188775498816	6.199999999999994	1.0	0.27043808805909664	dead (regular)
TRR2	YHR106W	Oxidative stress	phase 1	23	1.0	0.986954025783303	0.0	23.800000000000068	16.0	0.020743408519017507	10.599999999999978	6.0	0.20851887944715197	6.199999999999994	1.0	0.27043809051639023	dead (regular)
CTA1	YDR256C	Oxidative stress	phase 1	23	1.0	0.9130476961061617	0.0	23.800000000000068	16.0	0.02074929818258429	10.599999999999978	6.0	0.20858365821366687	6.199999999999994	1.0	0.27052199022470574	dead (regular)
GPX1	YKL026C	Oxidative stress	phase 1	23	1.0	0.9869572797552018	0.0	23.800000000000068	16.0	0.020743408570594236	10.599999999999978	6.0	0.2085188897123707	6.199999999999994	1.0	0.2704381038116243	dead (regular)
GPX2	YBR244W	Oxidative stress	phase 1	23	1.0	1.000000003209704	0.0	23.800000000000068	16.0	0.02074340871978394	10.599999999999978	6.0	0.20851887960298607	6.199999999999994	1.0	0.2704380907182222	dead (regular)
TRX1	YLR043C	Oxidative stress	phase 1	23	1.0	NaN	NaN	23.800000000000068	16.0	0.020743408479009087	10.599999999999978	6.0	0.20851887613331505	6.199999999999994	1.0	0.2704380862243983	dead (regular)
TRX2	YGR209C	Oxidative stress	phase 1	23	1.0	0.3485426364592282	0.0	23.800000000000068	16.0	0.02074340902564151	10.599999999999978	6.0	0.2085188922919673	6.199999999999994	1.0	0.2704381071526479	dead (regular)
TRR1	YDR353W	Oxidative stress	phase 1	15	0.6521739130434783	0.6241541853274452	-0.9254488765813595	0.5	0.0	0.0021205576276119432	10.399999999999979	14.0	0.19593804494255002	4.6	1.0	0.25429210274218883	dead (regular)
CTT1	YGR088W	Oxidative stress	phase 1	23	1.0	NaN	NaN	23.800000000000068	16.0	0.020743408586363938	10.599999999999978	6.0	0.20851887781602801	6.199999999999994	1.0	0.27043808840380257	dead (regular)
PGM2,PGM1	YMR105C,YKL127W	Galactose metabolism	phase 1	23	1.0	0.976293600866672	0.0	23.800000000000068	16.0	0.020743408554851257	10.599999999999978	6.0	0.20851052300732711	6.199999999999994	1.0	0.270427267481288	dead (regular)
YLR446W,GLK1,HXK1,HXK2	YLR446W,YCL040W,YFR053C,YGL253W	Glycolysis	phase 1	23	1.0	0.8329027324586985	0.0	40.0000000000003	22.0	0.20495690661455557	0.0	0.0	NaN	45.70000000000038	1.0	0.2658745744282429	dead (regular)
TDH3,TDH1,TDH2	YGR192C,YJL052W,YJR009C	Glycolysis	phase 1	23	1.0	1.0154790585605897	0.0	40.0000000000003	22.0	0.20495690661455557	0.0	0.0	NaN	45.70000000000038	1.0	0.2658745744282429	dead (regular)
ERR2,ENO1,ENO2,ERR3,ERR1	YPL281C,YGR254W,YHR174W,YMR323W,YOR393W	Glycolysis	phase 1	23	1.0	1.3403352670494122	0.0	40.0000000000003	22.0	0.20495690661455557	0.0	0.0	NaN	45.70000000000038	1.0	0.2658745744282429	dead (regular)
CDC19,PYK2	YAL038W,YOR347C	Glycolysis	phase 1	23	1.0	1.0425372951088432	0.0	40.0000000000003	22.0	0.20495690661455557	0.0	0.0	NaN	45.70000000000038	1.0	0.2658745744282429	dead (regular)
SOL4,SOL3	YGR248W,YHR163W	Pentose phosphate	phase 1	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
GND2,GND1	YGR256W,YHR183W	Pentose phosphate	phase 1	23	1.0	0.27780125749525186	0.0	24.900000000000084	16.0	0.021951710840536664	6.999999999999991	5.0	0.1696221842990567	11.799999999999974	2.0	0.2854010863185379	dead (regular)
TKL2,TKL1	YBR117C,YPR074C	Pentose phosphate	phase 1	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
GPD1,GPD2	YDL022W,YOL059W	Anaerobic excretion	phase 1	23	1.0	0.3913043478260849	0.0	23.800000000000068	16.0	0.020721573419688593	10.399999999999979	6.0	0.20066391670992095	5.1999999999999975	1.0	0.26036094263663906	dead (regular)
GPP2,GPP1	YER062C,YIL053W	Anaerobic excretion	phase 1	23	1.0	0.3913043478260883	0.0	23.800000000000068	16.0	0.020721573406682608	10.399999999999979	6.0	0.20066390775488457	5.1999999999999975	1.0	0.2603609310313566	dead (regular)
PDC6,PDC1,PDC5	YGR087C,YLR044C,YLR134W	Anaerobic excretion	phase 1	11	0.4782608695652174	0.24632268046203856	-0.692257968907214	8.799999999999985	9.0	0.1740456682378869	0.0	0.0	NaN	21.90000000000004	2.0	0.29267699640416683	dead (regular)
ADH5,ADH1	YBR145W,YOL086C	Anaerobic excretion	phase 1	18	0.782608695652174	0.7421293431827376	-0.8430245884931311	0.5	0.0	0.000972106590335802	2.9000000000000012	16.0	0.18291785242520875	34.900000000000226	2.0	0.30485742387122705	dead (regular)
HFD1,ALD2,ALD5,ALD4	YMR110C,YMR170C,YER073W,YOR374W	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	phase 1	23	1.0	0.5258395278577676	0.0	23.400000000000063	16.0	0.020376991587452885	10.799999999999978	6.0	0.19618363578749762	4.799999999999999	1.0	0.25459189873222504	dead (regular)
DAL7,MLS1	YIR031C,YNL117W	Anaplerotic reactions 	phase 1	23	1.0	1.000104167148192	0.0	23.800000000000068	16.0	0.0207433958528815	10.599999999999978	6.0	0.20851037513122103	6.199999999999994	1.0	0.27042707595615073	dead (regular)
ACS1,ACS2	YAL054C,YLR153C	Other	phase 1	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
FAP7,ADK1	YDL166C,YDR226W	Salvage pathways	phase 1	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
PYC2,PYC1	YBR218C,YGL062W	TCA	phase 1	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
CIT1,CIT3	YNR001C,YPR001W	TCA	phase 1	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
SDH9,SDH1	YJL045W,YKL148C	TCA	phase 1	0	0.0	0.0	-1.0	99.9999999999986	0.0	0.004486376427383074	0.0	0.0	NaN	0.0	0.0	NaN	alive
NDE2,NDE1	YDL085W,YMR145C	Oxidative Phosphorylation	phase 1	23	1.0	0.9999998324056405	0.0	23.800000000000068	16.0	0.020743408572295303	10.599999999999978	6.0	0.2085188892127861	6.199999999999994	1.0	0.2704381031645754	dead (regular)
COX5B,COX6,COX4,COX8,COX7,COX13,COX12,COX11,COX23,COX16,COX18,COX20,COX19	YIL111W,YHR051W,YGL187C,YLR395C,YMR256C,YGL191W,YLR038C,YPL132W,YHR116W,YJL003W,YGR062C,YDR231C,YLL018C-A	Oxidative Phosphorylation	phase 1	0	0.0	0.0	-1.0	21.10000000000003	0.0	0.0009871891965550338	0.0	0.0	NaN	0.0	0.0	NaN	dead (regular)
SOD1,SOD2	YJR104C,YHR008C	Oxidative stress	phase 1	14	0.6086956521739131	0.7618354570709089	-1.6430000159284435	0.5	0.0	0.002378408862083858	10.499999999999979	13.0	0.19575710058726503	4.699999999999999	1.0	0.25404826024004673	dead (regular)
GPX1,GPX2	YKL026C,YBR244W	Oxidative stress	phase 1	23	1.0	0.9955966212005384	0.0	23.800000000000068	16.0	0.02074340845427779	10.599999999999978	6.0	0.20851888756535383	6.199999999999994	1.0	0.2704381010308659	dead (regular)
TRX1,TRX2	YLR043C,YGR209C	Oxidative stress	phase 1	15	0.6521739130434783	0.6241545731573702	-0.9254498315398153	0.5	0.0	0.0021205576289348893	10.399999999999979	14.0	0.1959380511612509	4.6	1.0	0.25429211080421793	dead (regular)
QCR6	YFR033C	Oxidative Phosphorylation	phase 2	16	0.6956521739130435	0.4681566432886455	-0.572250874710341	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	0.0	0.0	NaN	dead (regular)
QCR7	YDR529C	Oxidative Phosphorylation	phase 2	16	0.6956521739130435	0.4681566432886455	-0.572250874710341	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	0.0	0.0	NaN	dead (regular)
COB	Q0105	Oxidative Phosphorylation	phase 2	16	0.6956521739130435	0.4681566432886455	-0.572250874710341	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	0.0	0.0	NaN	dead (regular)
ADH1	YOL086C	Anaerobic excretion	phase 2	23	1.0	0.7788398548303144	0.0	23.800000000000068	16.0	0.02074340867030759	9.699999999999982	6.0	0.2000870407274547	5.099999999999998	1.0	0.25962293711041995	dead (regular)
TDH2	YJR009C	Glycolysis	phase 2	23	1.0	0.7918017236462239	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.208523120260034	6.199999999999994	1.0	0.2704435831026639	dead (regular)
TDH3	YGR192C	Glycolysis	phase 2	23	1.0	0.7697500606611415	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20851833448818397	6.199999999999994	1.0	0.27043738470025747	dead (regular)
TDH1	YJL052W	Glycolysis	phase 2	23	1.0	0.7761372101206593	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20851903078487083	6.199999999999994	1.0	0.27043828652491514	dead (regular)
COX1	Q0045	Oxidative Phosphorylation	phase 2	16	0.6956521739130435	0.46815664328864515	-0.5722508747103406	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	0.0	0.0	NaN	dead (regular)
COX2	Q0250	Oxidative Phosphorylation	phase 2	16	0.6956521739130435	0.46815664328864515	-0.5722508747103406	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	0.0	0.0	NaN	dead (regular)
COX3	Q0275	Oxidative Phosphorylation	phase 2	16	0.6956521739130435	0.46815664328864515	-0.5722508747103406	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	0.0	0.0	NaN	dead (regular)
COX5B	YIL111W	Oxidative Phosphorylation	phase 2	25	1.0869565217391304	0.853673703839724	0.5942644898486605	23.800000000000068	16.0	0.02074340867030759	13.799999999999967	5.0	0.07875270032035833	5.299999999999997	4.0	0.25997616187746986	dead (regular)
COX6	YHR051W	Oxidative Phosphorylation	phase 2	25	1.0869565217391304	0.853673703839724	0.5942644898486605	23.800000000000068	16.0	0.02074340867030759	13.799999999999967	5.0	0.07875270032035833	5.299999999999997	4.0	0.25997616187746986	dead (regular)
CDC19	YAL038W	Glycolysis	phase 2	23	1.0	0.7798437686279911	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20850122196313378	6.199999999999994	1.0	0.2704152210201278	dead (regular)
PGK1	YCR012W	Glycolysis	phase 2	23	1.0	0.9999432647834531	0.0	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	6.299999999999994	7.0	0.2704641605561825	dead (regular)
ATP2	YJR121W	Oxidative Phosphorylation	phase 2	23	1.0	0.6423567790867645	0.0	23.800000000000068	16.0	0.02074340867030759	12.199999999999973	6.0	0.21695012854546358	7.599999999999989	1.0	0.2812054599171985	dead (regular)
ATP6	Q0085	Oxidative Phosphorylation	phase 2	23	1.0	0.642356779086764	0.0	23.800000000000068	16.0	0.02074340867030759	12.199999999999973	6.0	0.21695012854546358	7.599999999999989	1.0	0.2812054599171985	dead (regular)
ATP8	Q0080	Oxidative Phosphorylation	phase 2	23	1.0	0.642356779086764	0.0	23.800000000000068	16.0	0.02074340867030759	12.199999999999973	6.0	0.21695012854546358	7.599999999999989	1.0	0.2812054599171985	dead (regular)
CIT1	YNR001C	TCA	phase 2	23	1.0	0.7767761432375884	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20852572743279316	6.199999999999994	1.0	0.27044695984238626	dead (regular)
ENO1	YGR254W	Glycolysis	phase 2	23	1.0	0.7783283696064335	0.0	23.800000000000068	16.0	0.02074340867030759	9.599999999999982	6.0	0.20157303924849573	5.1999999999999975	1.0	0.26153912028213755	dead (regular)
ENO2	YHR174W	Glycolysis	phase 2	23	1.0	0.778328375965046	0.0	23.800000000000068	16.0	0.02074340867030759	9.599999999999982	6.0	0.20157302828496043	5.1999999999999975	1.0	0.26153910607394043	dead (regular)
TPI1	YDR050C	Glycolysis	phase 2	23	1.0	0.9972068512014416	0.0	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	6.299999999999994	7.0	0.27042758982341497	dead (regular)
GPM1	YKL152C	Glycolysis	phase 2	23	1.0	0.9999689749170221	0.0	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	6.299999999999994	7.0	0.2704641605561825	dead (regular)
COX4	YGL187C	Oxidative Phosphorylation	phase 2	25	1.0869565217391304	0.853673703839724	0.5942644898486605	23.800000000000068	16.0	0.02074340867030759	13.799999999999967	5.0	0.07875270032035833	5.299999999999997	4.0	0.25997616187746986	dead (regular)
COX8	YLR395C	Oxidative Phosphorylation	phase 2	25	1.0869565217391304	0.853673703839724	0.5942644898486605	23.800000000000068	16.0	0.02074340867030759	13.799999999999967	5.0	0.07875270032035833	5.299999999999997	4.0	0.25997616187746986	dead (regular)
GAL1	YBR020W	Galactose metabolism	phase 2	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20851888696227358	6.199999999999994	1.0	0.27043810024977266	dead (regular)
GAL10	YBR019C	Galactose metabolism	phase 2	23	1.0	0.29398780024476884	0.0	23.800000000000068	16.0	0.02074340867030759	10.19999999999998	6.0	0.2001162537782249	5.1999999999999975	1.0	0.2596511986846252	dead (regular)
HXK1	YFR053C	Glycolysis	phase 2	23	1.0	0.7722316207876939	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20850249534771476	6.199999999999994	1.0	0.27041687027343486	dead (regular)
HXK2	YGL253W	Glycolysis	phase 2	23	1.0	0.0	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20851880653550747	6.199999999999994	1.0	0.2704379960831983	dead (regular)
ATP4	YPL078C	Oxidative Phosphorylation	phase 2	23	1.0	0.6423567904126499	0.0	23.800000000000068	16.0	0.02074340867030759	12.199999999999973	6.0	0.21695012854546358	7.599999999999989	1.0	0.2812054599171985	dead (regular)
PDC1	YLR044C	Anaerobic excretion	phase 2	23	1.0	0.7855672714900586	0.0	23.800000000000068	16.0	0.02074340867030759	8.099999999999987	5.0	0.16051701267637558	6.299999999999994	2.0	0.27042494635914693	dead (regular)
CYT1	YOR065W	Oxidative Phosphorylation	phase 2	16	0.6956521739130435	0.4681566432886455	-0.572250874710341	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	0.0	0.0	NaN	dead (regular)
ADK1	YDR226W	Salvage pathways	phase 2	23	1.0	NaN	NaN	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188811243816	6.199999999999994	1.0	0.2704380926886926	dead (regular)
ATP1	YBL099W	Oxidative Phosphorylation	phase 2	23	1.0	0.6423567904126504	0.0	23.800000000000068	16.0	0.02074340867030759	12.199999999999973	6.0	0.21695012854546358	7.599999999999989	1.0	0.2812054599171985	dead (regular)
COX9	YDL067C	Oxidative Phosphorylation	phase 2	16	0.6956521739130435	0.46815664328864515	-0.5722508747103406	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	0.0	0.0	NaN	dead (regular)
COR1	YBL045C	Oxidative Phosphorylation	phase 2	16	0.6956521739130435	0.4681566432886455	-0.572250874710341	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	0.0	0.0	NaN	dead (regular)
QCR2	YPR191W	Oxidative Phosphorylation	phase 2	16	0.6956521739130435	0.4681566432886455	-0.572250874710341	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	0.0	0.0	NaN	dead (regular)
RIP1	YEL024W	Oxidative Phosphorylation	phase 2	16	0.6956521739130435	0.4681566432886455	-0.572250874710341	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	0.0	0.0	NaN	dead (regular)
FUM1	YPL262W	TCA	phase 2	16	0.6956521739130435	0.04639078847017403	-0.3191536138778558	23.800000000000068	16.0	0.02074340867030759	76.19999999999995	0.0	0.023242651987640955	0.0	0.0	NaN	alive
GAL7	YBR018C	Galactose metabolism	phase 2	23	1.0	0.29398785357203866	0.0	23.800000000000068	16.0	0.02074340867030759	10.19999999999998	6.0	0.20011624426087368	5.1999999999999975	1.0	0.25965118635061124	dead (regular)
QCR8	YJL166W	Oxidative Phosphorylation	phase 2	16	0.6956521739130435	0.4681566432886455	-0.572250874710341	23.800000000000068	16.0	0.02074340867030759	0.1	0.0	0.020746763965127514	0.0	0.0	NaN	dead (regular)
FBP1	YLR377C	Glycolysis	phase 2	23	1.0	0.5263010555020361	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.2085188883969784	6.099999999999994	1.0	0.2704483487014846	dead (regular)
ATP5	YDR298C	Oxidative Phosphorylation	phase 2	23	1.0	0.642356779086764	0.0	23.800000000000068	16.0	0.02074340867030759	12.199999999999973	6.0	0.21695012854546358	7.599999999999989	1.0	0.2812054599171985	dead (regular)
