# OVEREXPRESSION SIMULATIONS
# FBA model ../../ModelFiles/ecFBA/Modified/reducedEcYeast_modified_withDamage.mat with objective max. growth (parsimonious)
# Boolean model ../../ModelFiles/Boolean/Modified/rules.txt, ../../ModelFiles/Boolean/Modified/species.txt
# TF layer ../../ModelFiles/Boolean/Modified/TFtargets.txt
# non-metabolic damage formation f0 = 0.0001
# damage repair r0 = 0.0005
enzyme(s)	standard name	pathway	overexpression span	rls	rls change	enzyme change	lcc	time phase 1	rls phase 1	damage phase 1	time phase 2	rls phase 2	damage phase 2	time phase 3	rls phase 3	damage phase 3	status
TKL1	YPR074C	Pentose phosphate	phase 1	23	1.0	1.3979804691526452	0.0	23.800000000000068	16.0	0.020743408384493258	10.599999999999978	6.0	0.20851888505680904	6.199999999999994	1.0	0.27043809778186645	dead (regular)
PDC6	YGR087C	Anaerobic excretion	phase 1	23	1.0	1.3655369466222276	0.0	23.700000000000067	16.0	0.02061102772882004	10.499999999999979	6.0	0.19838361383917272	4.999999999999998	1.0	0.25742471322958127	dead (regular)
ICL1	YER065C	Anaplerotic reactions 	phase 1	23	1.0	0.9999605629152488	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
ATP7	YKL016C	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.42302652236094	0.10277904237991999	29.300000000000146	18.0	0.0358680360355387	5.799999999999995	4.0	0.17882078493153897	17.69999999999998	2.0	0.3001314990376208	dead (regular)
MLS1	YNL117W	Anaplerotic reactions 	phase 1	23	1.0	0.9999605629152492	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
PYC2	YBR218C	TCA	phase 1	23	1.0	1.0000000001369775	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
NDI1	YML120C	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	2.0329113310186426	0.042092926627775064	29.60000000000015	18.0	0.03625886026159522	5.799999999999995	4.0	0.180760321918564	22.100000000000044	2.0	0.30284115899582664	dead (regular)
PDB1	YBR221C	Other	phase 1	24	1.0434782608695652	1.8046500287274254	0.054033752957577334	29.800000000000153	18.0	0.03646402010556228	5.799999999999995	4.0	0.17971471730616068	19.200000000000003	2.0	0.3014463809767046	dead (regular)
COX13	YGL191W	Oxidative Phosphorylation	phase 1	23	1.0	1.467749358711465	0.0	28.300000000000132	17.0	0.03267258313188804	5.599999999999996	4.0	0.1693545574453491	11.499999999999975	2.0	0.2849835570534577	dead (regular)
TKL2	YBR117C	Pentose phosphate	phase 1	23	1.0	1.013721391812209	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
PGM1	YKL127W	Galactose metabolism	phase 1	23	1.0	NaN	NaN	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
SDH3	YKL141W	TCA	phase 1	24	1.0434782608695652	1.747106438925228	0.05819553761591475	27.300000000000118	18.0	0.03374103785802397	6.5999999999999925	4.0	0.17567044615267413	14.199999999999966	2.0	0.29527044835238825	dead (regular)
PGM2	YMR105C	Galactose metabolism	phase 1	23	1.0	1.0115471547278452	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
SDH4	YDR178W	TCA	phase 1	24	1.0434782608695652	1.747106438925228	0.05819553761591475	27.300000000000118	18.0	0.03374103785802397	6.5999999999999925	4.0	0.17567044615267413	14.199999999999966	2.0	0.29527044835238825	dead (regular)
QCR10	YHR001W-A	Oxidative Phosphorylation	phase 1	23	1.0	1.3677447852866256	0.0	28.400000000000134	17.0	0.03271354834043376	8.499999999999986	5.0	0.21167752446023208	6.699999999999992	1.0	0.2744766313461595	dead (regular)
ATP3	YBR039W	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.4185924682837607	0.1038677572193956	29.100000000000144	18.0	0.03578512757083609	5.799999999999995	4.0	0.18014952583954838	20.200000000000017	2.0	0.3020513235399618	dead (regular)
ADH5	YBR145W	Anaerobic excretion	phase 1	23	1.0	NaN	NaN	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
GND1	YHR183W	Pentose phosphate	phase 1	0	0.0	0.0	-1.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	dead (overexpression)
COX23	YHR116W	Oxidative Phosphorylation	phase 1	23	1.0	1.3922101509363995	0.0	24.200000000000074	16.0	0.021044789714169242	9.89999999999998	6.0	0.20350623084956562	5.4999999999999964	1.0	0.26401485522114215	dead (regular)
SOL3	YHR163W	Pentose phosphate	phase 1	0	0.0	0.0	-1.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	dead (overexpression)
ALD5	YER073W	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	phase 1	23	1.0	1.0662196184092145	0.0	24.00000000000007	16.0	0.02086127640261676	10.09999999999998	6.0	0.20225122510145527	5.399999999999997	1.0	0.26239848646574027	dead (regular)
GPP2	YER062C	Anaerobic excretion	phase 1	23	1.0	1.0043859649035085	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851887815284414	6.199999999999994	1.0	0.27043808884003734	dead (regular)
NDE1	YMR145C	Oxidative Phosphorylation	phase 1	23	1.0	NaN	NaN	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
GPP1	YIL053W	Anaerobic excretion	phase 1	23	1.0	1.4049999992033342	0.0	23.90000000000007	16.0	0.020791657074185038	10.29999999999998	6.0	0.20153351334018588	5.299999999999997	1.0	0.2614781876860564	dead (regular)
GPD2	YOL059W	Anaerobic excretion	phase 1	23	1.0	NaN	NaN	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
ERR3	YMR323W	Glycolysis	phase 1	23	1.0	1.375364348858523	0.0	23.800000000000068	16.0	0.020743408365618592	10.599999999999978	6.0	0.2085188843466323	6.199999999999994	1.0	0.2704380968620646	dead (regular)
CIT3	YPR001W	TCA	phase 1	23	1.0	1.0058664432807338	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851887815284414	6.199999999999994	1.0	0.27043808884003734	dead (regular)
ALD4	YOR374W	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	phase 1	23	1.0	1.0055486491141084	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
RPE1	YJL121C	Pentose phosphate	phase 1	23	1.0	1.357932369278797	0.0	23.800000000000068	16.0	0.020743659962994675	10.599999999999978	6.0	0.20852165259995825	6.199999999999994	1.0	0.2704416822289849	dead (regular)
SDH9	YJL045W	TCA	phase 1	23	1.0	1.0000000018991668	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
COX16	YJL003W	Oxidative Phosphorylation	phase 1	23	1.0	1.3922074012370154	0.0	24.200000000000074	16.0	0.021079092566238463	9.89999999999998	6.0	0.2038643960282018	5.599999999999996	1.0	0.2644690475177371	dead (regular)
ALD2	YMR170C	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	phase 1	23	1.0	1.0060856026367735	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
PYK2	YOR347C	Glycolysis	phase 1	23	1.0	1.0107072885394026	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
ACS2	YLR153C	Other	phase 1	23	1.0	1.3847964582367203	0.0	23.800000000000068	16.0	0.02074375923050184	10.599999999999978	6.0	0.20851436107025398	6.199999999999994	1.0	0.2704322384367011	dead (regular)
COX18	YGR062C	Oxidative Phosphorylation	phase 1	23	1.0	1.3881257214141318	0.0	24.100000000000072	16.0	0.020944438281245238	10.09999999999998	6.0	0.20858179675476984	6.199999999999994	1.0	0.2705195793134311	dead (regular)
LSC2	YGR244C	TCA	phase 1	24	1.0434782608695652	1.7473898248402842	0.058173471760679156	27.300000000000118	18.0	0.03374103785802397	6.5999999999999925	4.0	0.17567044615267413	14.199999999999966	2.0	0.29527044835238825	dead (regular)
SOL4	YGR248W	Pentose phosphate	phase 1	23	1.0	1.3332558752679813	0.0	23.800000000000068	16.0	0.020743273025996673	10.29999999999998	6.0	0.2001084424871321	5.1999999999999975	1.0	0.2596410756394279	dead (regular)
GND2	YGR256W	Pentose phosphate	phase 1	23	1.0	1.3372150592449674	0.0	23.800000000000068	16.0	0.02074333783628629	10.599999999999978	6.0	0.20850974346268628	6.199999999999994	1.0	0.27042625783612917	dead (regular)
LSC1	YOR142W	TCA	phase 1	24	1.0434782608695652	1.7473898248402842	0.058173471760679156	27.300000000000118	18.0	0.03374103785802397	6.5999999999999925	4.0	0.17567044615267413	14.199999999999966	2.0	0.29527044835238825	dead (regular)
ALD6	YPL061W	Anaerobic excretion	phase 1	23	1.0	1.1487315782350564	0.0	23.90000000000007	16.0	0.02075018466054443	10.19999999999998	6.0	0.20103012910112963	5.299999999999997	1.0	0.2608258658604567	dead (regular)
OLI1	Q0130	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.4290826773237937	0.10132839932094417	29.400000000000148	18.0	0.03601116969620026	5.799999999999995	4.0	0.17903519031877926	17.799999999999983	2.0	0.30047974619224643	dead (regular)
TIM11	YDR322C-A	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.4256994628940916	0.10213369914535698	29.300000000000146	18.0	0.0359677039745146	5.799999999999995	4.0	0.18038471102037043	21.00000000000003	2.0	0.3023466885565076	dead (regular)
ATP18	YML081C-A	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.429138006147386	0.10131533503614396	29.400000000000148	18.0	0.03601349707353978	5.799999999999995	4.0	0.1790386869497913	17.899999999999984	2.0	0.30047354394898707	dead (regular)
ATP19	YOL077W-A	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.429082677323794	0.10132839932094416	29.400000000000148	18.0	0.03601116969620026	5.799999999999995	4.0	0.17903519031877926	17.799999999999983	2.0	0.30047974619224643	dead (regular)
GPD1	YDL022W	Anaerobic excretion	phase 1	23	1.0	1.2632850235748827	0.0	23.90000000000007	16.0	0.020807250959269004	10.19999999999998	6.0	0.20169607768767922	5.299999999999997	1.0	0.2616888503641983	dead (regular)
SDH1	YKL148C	TCA	phase 1	24	1.0434782608695652	1.7487650756822557	0.058066625009117766	27.300000000000118	18.0	0.03374103785802397	6.5999999999999925	4.0	0.17567044615267413	14.099999999999966	2.0	0.29528218493138325	dead (regular)
COX12	YLR038C	Oxidative Phosphorylation	phase 1	23	1.0	1.361080246099558	0.0	28.400000000000134	17.0	0.03270424438202722	8.499999999999986	5.0	0.21163504454648668	6.5999999999999925	1.0	0.2744321146250034	dead (regular)
ACS1	YAL054C	Other	phase 1	23	1.0	0.9999999379083825	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
HFD1	YMR110C	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	phase 1	23	1.0	1.3262108640965515	0.0	23.90000000000007	16.0	0.02085449142928618	10.399999999999979	6.0	0.20970826039053522	6.399999999999993	1.0	0.27195786839697267	dead (regular)
COX20	YDR231C	Oxidative Phosphorylation	phase 1	23	1.0	1.3915615810733348	0.0	24.200000000000074	16.0	0.020979867116171967	9.99999999999998	6.0	0.2034905176918704	5.399999999999997	1.0	0.264004355380002	dead (regular)
YLR446W	YLR446W	Glycolysis	phase 1	23	1.0	1.3912914116395774	0.0	23.800000000000068	16.0	0.020743277853389874	10.29999999999998	6.0	0.2001085069477161	5.1999999999999975	1.0	0.25964115917714253	dead (regular)
ATP17	YDR377W	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.4257501026025363	0.10212155112539063	29.300000000000146	18.0	0.0359359351746156	5.799999999999995	4.0	0.1803437678864125	20.800000000000026	2.0	0.30230267589578397	dead (regular)
NDE2	YDL085W	Oxidative Phosphorylation	phase 1	23	1.0	0.999999861680249	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
FAP7	YDL166C	Salvage pathways	phase 1	23	1.0	1.3361817652798873	0.0	23.800000000000068	16.0	0.020743554665812895	10.599999999999978	6.0	0.2085204850182778	6.199999999999994	1.0	0.2704401700087362	dead (regular)
ATP16	YDL004W	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.4257125045473	0.10213057029132777	29.300000000000146	18.0	0.035932009687077215	5.799999999999995	4.0	0.17891658097818577	17.799999999999983	2.0	0.3002814258190508	dead (regular)
RKI1	YOR095C	Pentose phosphate	phase 1	23	1.0	1.3973813321232706	0.0	23.800000000000068	16.0	0.020743408614266396	10.599999999999978	6.0	0.20851889031226917	6.199999999999994	1.0	0.27043810458859574	dead (regular)
ATP20	YPR020W	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.4257245244357155	0.10212768674107812	29.300000000000146	18.0	0.0359359351746156	5.799999999999995	4.0	0.1803437678864125	20.700000000000024	2.0	0.3023148344210899	dead (regular)
ATP14	YLR295C	Oxidative Phosphorylation	phase 1	24	1.0434782608695652	1.4227732889957536	0.10284060512158305	29.300000000000146	18.0	0.035932009687077215	5.899999999999995	4.0	0.17891452358269783	17.799999999999983	2.0	0.3002744281973256	dead (regular)
COX19	YLL018C-A	Oxidative Phosphorylation	phase 1	23	1.0	1.3924942705388275	0.0	24.200000000000074	16.0	0.021123615184820962	9.89999999999998	6.0	0.2043309559089619	5.699999999999996	1.0	0.26506361673433876	dead (regular)
SOD1	YJR104C	Oxidative stress	phase 1	23	1.0	1.0005348555526834	0.0	23.800000000000068	16.0	0.02074340854140294	10.599999999999978	6.0	0.20852067629353077	6.199999999999994	1.0	0.2704404177432758	dead (regular)
SOD2	YHR008C	Oxidative stress	phase 1	23	1.0	NaN	NaN	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
GPX3	YIR037W	Oxidative stress	phase 1	23	1.0	1.0013155711388726	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.2085206782795634	6.199999999999994	1.0	0.2704404203155318	dead (regular)
GLR1	YPL091W	Oxidative stress	phase 1	23	1.0	1.000474778491584	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.2085206782795634	6.199999999999994	1.0	0.2704404203155318	dead (regular)
TRX3	YCR083W	Oxidative stress	phase 1	23	1.0	1.006513536516644	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
TRR2	YHR106W	Oxidative stress	phase 1	23	1.0	1.0065158761586843	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
CTA1	YDR256C	Oxidative stress	phase 1	23	1.0	0.9999999366008733	0.0	23.800000000000068	16.0	0.02074340853900524	10.599999999999978	6.0	0.20851888845612887	6.199999999999994	1.0	0.2704381021845739	dead (regular)
GPX1	YKL026C	Oxidative stress	phase 1	23	1.0	1.006512520506781	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
GPX2	YBR244W	Oxidative stress	phase 1	23	1.0	1.0000000157900164	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
TRX1	YLR043C	Oxidative stress	phase 1	23	1.0	NaN	NaN	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
TRX2	YGR209C	Oxidative stress	phase 1	23	1.0	1.3271027812951783	0.0	25.40000000000009	17.0	0.026116141633023934	9.099999999999984	5.0	0.19998526997567728	4.999999999999998	1.0	0.25950062910843075	dead (regular)
TRR1	YDR353W	Oxidative stress	phase 1	23	1.0	1.3287407099405673	0.0	25.40000000000009	17.0	0.026116133517124794	8.999999999999984	5.0	0.19999126220181365	5.1999999999999975	1.0	0.25948921581108	dead (regular)
CTT1	YGR088W	Oxidative stress	phase 1	23	1.0	NaN	NaN	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
PGM2,PGM1	YMR105C,YKL127W	Galactose metabolism	phase 1	23	1.0	1.0115471547278452	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
YLR446W,GLK1,HXK1,HXK2	YLR446W,YCL040W,YFR053C,YGL253W	Glycolysis	phase 1	0	0.0	0.0	-1.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	dead (overexpression)
TDH3,TDH1,TDH2	YGR192C,YJL052W,YJR009C	Glycolysis	phase 1	23	1.0	1.299239656089778	0.0	22.300000000000047	16.0	0.019223997643972146	11.399999999999975	6.0	0.20836035990935678	6.199999999999994	1.0	0.27023278029363057	dead (regular)
ERR2,ENO1,ENO2,ERR3,ERR1	YPL281C,YGR254W,YHR174W,YMR323W,YOR393W	Glycolysis	phase 1	23	1.0	1.3642169617538356	0.0	23.800000000000068	16.0	0.020743408503290293	10.599999999999978	6.0	0.20851888675224567	6.199999999999994	1.0	0.2704380999777505	dead (regular)
CDC19,PYK2	YAL038W,YOR347C	Glycolysis	phase 1	21	0.9130434782608695	1.8754125686696745	-0.09933204622738555	34.50000000000022	14.0	0.019263663631904907	3.0000000000000013	6.0	0.20439278145660256	5.599999999999996	1.0	0.2651536444601867	dead (regular)
SOL4,SOL3	YGR248W,YHR163W	Pentose phosphate	phase 1	0	0.0	0.0	-1.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	dead (overexpression)
GND2,GND1	YGR256W,YHR183W	Pentose phosphate	phase 1	0	0.0	0.0	-1.0	0.0	0.0	NaN	0.0	0.0	NaN	0.0	0.0	NaN	dead (overexpression)
TKL2,TKL1	YBR117C,YPR074C	Pentose phosphate	phase 1	23	1.0	1.3594480812799803	0.0	23.800000000000068	16.0	0.020743408384493258	10.599999999999978	6.0	0.20851888505680904	6.199999999999994	1.0	0.27043809778186645	dead (regular)
GPD1,GPD2	YDL022W,YOL059W	Anaerobic excretion	phase 1	23	1.0	1.2632850235748827	0.0	23.90000000000007	16.0	0.020807250959269004	10.19999999999998	6.0	0.20169607768767922	5.299999999999997	1.0	0.2616888503641983	dead (regular)
GPP2,GPP1	YER062C,YIL053W	Anaerobic excretion	phase 1	23	1.0	1.2632850235748796	0.0	23.90000000000007	16.0	0.020791657074185038	10.29999999999998	6.0	0.20153351334018588	5.299999999999997	1.0	0.2614781876860564	dead (regular)
PDC6,PDC1,PDC5	YGR087C,YLR044C,YLR134W	Anaerobic excretion	phase 1	23	1.0	1.3597489427294212	0.0	23.20000000000006	16.0	0.020125120680460736	11.099999999999977	6.0	0.20076306375475692	5.1999999999999975	1.0	0.2604894322811989	dead (regular)
ADH5,ADH1	YBR145W,YOL086C	Anaerobic excretion	phase 1	23	1.0	1.3754939717466317	0.0	23.800000000000068	16.0	0.020743408615006557	10.599999999999978	6.0	0.20851888934449891	6.199999999999994	1.0	0.27043810333516666	dead (regular)
HFD1,ALD2,ALD5,ALD4	YMR110C,YMR170C,YER073W,YOR374W	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	phase 1	23	1.0	1.1589218300264312	0.0	24.100000000000072	16.0	0.020928355684458957	9.89999999999998	6.0	0.20295009369850409	5.4999999999999964	1.0	0.26329425882084967	dead (regular)
DAL7,MLS1	YIR031C,YNL117W	Anaplerotic reactions 	phase 1	23	1.0	0.9999605629152492	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
ACS1,ACS2	YAL054C,YLR153C	Other	phase 1	23	1.0	1.3361669766147874	0.0	23.800000000000068	16.0	0.02074375923050184	10.599999999999978	6.0	0.20851436107025398	6.199999999999994	1.0	0.2704322384367011	dead (regular)
FAP7,ADK1	YDL166C,YDR226W	Salvage pathways	phase 1	23	1.0	1.3361817652798873	0.0	23.800000000000068	16.0	0.020743554665812895	10.599999999999978	6.0	0.2085204850182778	6.199999999999994	1.0	0.2704401700087362	dead (regular)
PYC2,PYC1	YBR218C,YGL062W	TCA	phase 1	23	1.0	1.3538382780990585	0.0	24.200000000000074	16.0	0.02119366073362269	10.19999999999998	6.0	0.21079770981496376	6.499999999999993	1.0	0.27335830273501527	dead (regular)
CIT1,CIT3	YNR001C,YPR001W	TCA	phase 1	24	1.0434782608695652	1.9212339284178435	0.04719567910860183	27.40000000000012	18.0	0.033914303842303845	6.699999999999992	4.0	0.17776651125567317	16.29999999999996	2.0	0.2985337977139582	dead (regular)
SDH9,SDH1	YJL045W,YKL148C	TCA	phase 1	24	1.0434782608695652	1.7358048259639127	0.059089393457848284	27.300000000000118	18.0	0.03374103785802397	6.5999999999999925	4.0	0.17567044615267413	14.099999999999966	2.0	0.29528218493138325	dead (regular)
NDE2,NDE1	YDL085W,YMR145C	Oxidative Phosphorylation	phase 1	23	1.0	0.999999861680249	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
COX5B,COX6,COX4,COX8,COX7,COX13,COX12,COX11,COX23,COX16,COX18,COX20,COX19	YIL111W,YHR051W,YGL187C,YLR395C,YMR256C,YGL191W,YLR038C,YPL132W,YHR116W,YJL003W,YGR062C,YDR231C,YLL018C-A	Oxidative Phosphorylation	phase 1	23	1.0	1.419221785386072	0.0	28.20000000000013	17.0	0.032454064960709884	8.499999999999986	5.0	0.21055394549188894	6.399999999999993	1.0	0.2730530454639287	dead (regular)
SOD1,SOD2	YJR104C,YHR008C	Oxidative stress	phase 1	23	1.0	1.0005348555526834	0.0	23.800000000000068	16.0	0.02074340854140294	10.599999999999978	6.0	0.20852067629353077	6.199999999999994	1.0	0.2704404177432758	dead (regular)
GPX1,GPX2	YKL026C,YBR244W	Oxidative stress	phase 1	23	1.0	1.0022001158405585	0.0	23.800000000000068	16.0	0.020743408476498273	10.599999999999978	6.0	0.20851888745213473	6.199999999999994	1.0	0.2704381008842272	dead (regular)
TRX1,TRX2	YLR043C,YGR209C	Oxidative stress	phase 1	23	1.0	1.3271027812951783	0.0	25.40000000000009	17.0	0.026116141633023934	9.099999999999984	5.0	0.19998526997567728	4.999999999999998	1.0	0.25950062910843075	dead (regular)
QCR6	YFR033C	Oxidative Phosphorylation	phase 2	21	0.9130434782608695	1.0377957749566258	-2.300694240002252	23.800000000000068	16.0	0.02074340867030759	5.899999999999995	3.0	0.15979996278612346	6.8999999999999915	2.0	0.2749702851932311	dead (regular)
QCR7	YDR529C	Oxidative Phosphorylation	phase 2	21	0.9130434782608695	1.0381652228556058	-2.278423004841906	23.800000000000068	16.0	0.02074340867030759	5.899999999999995	3.0	0.1599317357477706	6.8999999999999915	2.0	0.2751867821403987	dead (regular)
COB	Q0105	Oxidative Phosphorylation	phase 2	21	0.9130434782608695	1.0501251558426128	-1.7347880575606354	23.800000000000068	16.0	0.02074340867030759	5.799999999999995	3.0	0.16119962225358772	7.099999999999991	2.0	0.2772712277638335	dead (regular)
ADH1	YOL086C	Anaerobic excretion	phase 2	23	1.0	1.1104997132310552	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20851888883399994	6.199999999999994	1.0	0.270438102673982	dead (regular)
TDH2	YJR009C	Glycolysis	phase 2	23	1.0	1.101224728161323	0.0	23.800000000000068	16.0	0.02074340867030759	9.699999999999982	6.0	0.20049313190787427	5.1999999999999975	1.0	0.2601396140176411	dead (regular)
TDH3	YGR192C	Glycolysis	phase 2	23	1.0	1.11011130575834	0.0	23.800000000000068	16.0	0.02074340867030759	16.19999999999996	7.0	0.28028132515224524	0.0	0.0	NaN	dead (regular)
TDH1	YJL052W	Glycolysis	phase 2	23	1.0	1.1073549398239628	0.0	23.800000000000068	16.0	0.02074340867030759	9.599999999999982	6.0	0.20050021358922254	5.299999999999997	1.0	0.26013916288622674	dead (regular)
COX1	Q0045	Oxidative Phosphorylation	phase 2	21	0.9130434782608695	1.0379878304883787	-2.2890625924460806	23.800000000000068	16.0	0.02074340867030759	5.899999999999995	3.0	0.1598687228548637	6.8999999999999915	2.0	0.2750848558715577	dead (regular)
COX2	Q0250	Oxidative Phosphorylation	phase 2	21	0.9130434782608695	1.032340278596127	-2.688799401670701	23.800000000000068	16.0	0.02074340867030759	5.899999999999995	3.0	0.15979603618338428	6.699999999999992	2.0	0.27497140883253773	dead (regular)
COX3	Q0275	Oxidative Phosphorylation	phase 2	21	0.9130434782608695	1.0323383640257495	-2.6889585901714503	23.800000000000068	16.0	0.02074340867030759	5.899999999999995	3.0	0.15979520270462852	6.699999999999992	2.0	0.2749703269777683	dead (regular)
COX5B	YIL111W	Oxidative Phosphorylation	phase 2	21	0.9130434782608695	1.0379531957474837	-2.2911515098144455	23.800000000000068	16.0	0.02074340867030759	5.899999999999995	3.0	0.15978064480846682	6.8999999999999915	2.0	0.2749119254660317	dead (regular)
COX6	YHR051W	Oxidative Phosphorylation	phase 2	21	0.9130434782608695	1.037635049745471	-2.31051964398147	23.800000000000068	16.0	0.02074340867030759	5.899999999999995	3.0	0.15967121388501035	6.8999999999999915	2.0	0.27473084944830856	dead (regular)
CDC19	YAL038W	Glycolysis	phase 2	19	0.8260869565217391	1.0866006108181843	-2.0082195937784646	23.800000000000068	16.0	0.02074340867030759	8.199999999999987	3.0	0.07594076670304432	0.0	0.0	NaN	dead (overexpression)
PGK1	YCR012W	Glycolysis	phase 2	23	1.0	1.1111306067123612	0.0	23.800000000000068	16.0	0.02074340867030759	10.599999999999978	6.0	0.20851889750762412	6.199999999999994	1.0	0.2704381139078259	dead (regular)
ATP2	YJR121W	Oxidative Phosphorylation	phase 2	20	0.8695652173913043	0.8338465230029368	-0.785025898741807	23.800000000000068	16.0	0.02074340867030759	6.5999999999999925	4.0	0.12477243484659907	0.0	0.0	NaN	dead (overexpression)
ATP6	Q0085	Oxidative Phosphorylation	phase 2	20	0.8695652173913043	0.8374227141536368	-0.80229401007443	23.800000000000068	16.0	0.02074340867030759	6.699999999999992	4.0	0.12478858407763525	0.0	0.0	NaN	dead (overexpression)
ATP8	Q0080	Oxidative Phosphorylation	phase 2	20	0.8695652173913043	0.8374740314506168	-0.8025473330378177	23.800000000000068	16.0	0.02074340867030759	6.699999999999992	4.0	0.1248020826936697	0.0	0.0	NaN	dead (overexpression)
